board	branch	exposure	status	fdt_bytes	fit_created	streamed_compressed_bytes	sha256	image	alias
armsom-aim7-io	vendor	affected-itb-target	CLEAN	10723	Thu Jul 16 22:36:27 2026	12828672	2f61dd2207b17b5b458207b729371df38b03a01be6484916f2d586d3e2b283b3	Armbian_community_26.8.0-trunk.413_Armsom-aim7-io_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-aim7-io/Resolute_vendor_gnome
armsom-aim7-io	vendor	affected-itb-target	CLEAN	10723	Thu Jul 16 22:36:27 2026	13123584	f2447462ba3bdd3be16fc3118503fff4f73289bcde6aa965cf557360860c42b7	Armbian_community_26.8.0-trunk.413_Armsom-aim7-io_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-aim7-io/Resolute_vendor_kde-plasma
armsom-aim7-io	vendor	affected-itb-target	CLEAN	10723	Thu Jul 16 22:36:27 2026	13008896	229d6925efa910cc31e15c605bdebcb9c3fcd03d64c5c1ed24c7847f6f6e8519	Armbian_community_26.8.0-trunk.413_Armsom-aim7-io_trixie_vendor_6.1.115_minimal.img.xz	armsom-aim7-io/Trixie_vendor_minimal
armsom-cm5-io	vendor	affected-itb-target	CLEAN	9402	Thu Jul 16 22:27:39 2026	13729018	1c95cbc8eda1bc13c81583fd6aa7d0e25d2fcf0e15f72f200c4446a2d57dbdeb	Armbian_community_26.8.0-trunk.413_Armsom-cm5-io_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-cm5-io/Resolute_vendor_gnome
armsom-cm5-io	vendor	affected-itb-target	CLEAN	9402	Thu Jul 16 22:27:39 2026	13680640	640649b0297aa999633ae0860b8508a1606649a7beb34bd52281dcf4959e8fb6	Armbian_community_26.8.0-trunk.413_Armsom-cm5-io_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-cm5-io/Resolute_vendor_kde-plasma
armsom-cm5-io	vendor	affected-itb-target	CLEAN	9402	Thu Jul 16 22:27:39 2026	14614528	406e744703c5f2fdb57b020a4bccdeaeec2de0815b1462caccda43313118defb	Armbian_community_26.8.0-trunk.413_Armsom-cm5-io_trixie_vendor_6.1.115_minimal.img.xz	armsom-cm5-io/Trixie_vendor_minimal
armsom-cm5-rpi-cm4-io	vendor	affected-itb-target	CLEAN	9402	Thu Jul 16 22:44:47 2026	12763136	58d8635768f7c7ffc28273909f5be5d4239c6aa75637c25f56a96fa8387b58f8	Armbian_community_26.8.0-trunk.413_Armsom-cm5-rpi-cm4-io_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-cm5-rpi-cm4-io/Resolute_vendor_gnome
armsom-cm5-rpi-cm4-io	vendor	affected-itb-target	CLEAN	9402	Thu Jul 16 22:44:47 2026	12746752	075ad9958ea69ea71799a5c8db661c2c4e4ba8283461aaccd91de117bf56c693	Armbian_community_26.8.0-trunk.413_Armsom-cm5-rpi-cm4-io_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-cm5-rpi-cm4-io/Resolute_vendor_kde-plasma
armsom-cm5-rpi-cm4-io	vendor	affected-itb-target	CLEAN	9402	Thu Jul 16 19:45:12 2026	12812288	544db2030f039a8c62f66259763a92dbe248059c4437b7c324f9df0458bb89d4	Armbian_community_26.8.0-trunk.413_Armsom-cm5-rpi-cm4-io_trixie_vendor_6.1.115_minimal.img.xz	armsom-cm5-rpi-cm4-io/Trixie_vendor_minimal
armsom-sige1	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 22:40:03 2026	12730368	dea54afe50b3d3e8a4eecb03d468da4cca0e7f931365350fe42d7bae73af80a7	Armbian_community_26.8.0-trunk.413_Armsom-sige1_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-sige1/Resolute_vendor_gnome
armsom-sige1	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 22:40:03 2026	13785216	ac6074b2f4c6bb8be6b059c1faf909c4d4316a9b77e4d9c41580d649424a075b	Armbian_community_26.8.0-trunk.413_Armsom-sige1_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-sige1/Resolute_vendor_kde-plasma
armsom-sige1	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 22:40:03 2026	13172736	76e3bbf0aa0f34588548327fd39bd56edeabab599e9a9ae2af2023e421be25d2	Armbian_community_26.8.0-trunk.413_Armsom-sige1_trixie_vendor_6.1.115_minimal.img.xz	armsom-sige1/Trixie_vendor_minimal
armsom-sige3	vendor	affected-itb-target	CLEAN	24748	Thu Jul 16 22:36:15 2026	13467648	72904cf0478faacf3e53e8c01f4cd328c645ff66fbfddca5dbb8e7f86b5da3b5	Armbian_community_26.8.0-trunk.413_Armsom-sige3_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-sige3/Resolute_vendor_gnome
armsom-sige3	vendor	affected-itb-target	CLEAN	24748	Thu Jul 16 22:36:15 2026	13336576	f4a2ce503fd1f4d0a80c83e95b2a45ce9b2164437fe0e64e0cb4fb3b5633954f	Armbian_community_26.8.0-trunk.413_Armsom-sige3_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-sige3/Resolute_vendor_kde-plasma
armsom-sige3	vendor	affected-itb-target	CLEAN	24748	Thu Jul 16 22:36:15 2026	12992512	58002f5c2123ace4abf4e066374f2575ba8ace2f915d916958cfb9f3283eabd1	Armbian_community_26.8.0-trunk.413_Armsom-sige3_trixie_vendor_6.1.115_minimal.img.xz	armsom-sige3/Trixie_vendor_minimal
armsom-sige5	edge	affected-itb-target	CLEAN	10605	Thu Jul 16 22:31:08 2026	12768511	7b5188473d7c54c8df40b7f08d6ff31516256792c6775482f818189056abc09f	Armbian_community_26.8.0-trunk.413_Armsom-sige5_resolute_edge_7.1.3_gnome_desktop.img.xz	armsom-sige5/Resolute_edge_gnome
armsom-sige5	edge	affected-itb-target	CLEAN	10605	Thu Jul 16 22:31:08 2026	15810560	eb7e88434bd7fb37ccf5025fb737b4a1921862679d0fb0d4cb8bc47df6debabf	Armbian_community_26.8.0-trunk.413_Armsom-sige5_resolute_edge_7.1.3_kde-plasma_desktop.img.xz	armsom-sige5/Resolute_edge_kde-plasma
armsom-sige5	vendor	affected-itb-target	CLEAN	10605	Thu Jul 16 22:43:18 2026	15892480	987fa149528b3e1181556cb13a585e61bc8e9a122aae6c576f004cba9daa74f1	Armbian_community_26.8.0-trunk.413_Armsom-sige5_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-sige5/Resolute_vendor_gnome
armsom-sige5	vendor	affected-itb-target	CLEAN	10605	Thu Jul 16 22:43:18 2026	13008896	c217c0a18cb1c53ecb4eb0e0a1dabb21ed5145144ac99d11efd01c05df827656	Armbian_community_26.8.0-trunk.413_Armsom-sige5_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-sige5/Resolute_vendor_kde-plasma
armsom-sige5	edge	affected-itb-target	CLEAN	10605	Fri Jul 17 03:55:32 2026	12894208	23a9105611628d2badc3ce01a25ee75dc71bcb276c3f1339dfa734310e51493c	Armbian_community_26.8.0-trunk.413_Armsom-sige5_trixie_edge_7.1.3_minimal.img.xz	armsom-sige5/Trixie_edge_minimal
armsom-sige5	vendor	affected-itb-target	CLEAN	10605	Thu Jul 16 22:43:18 2026	13139968	2852a5546082afa62f100167f2cb4a543a23ecd81826c052ec37ca3ded7db137	Armbian_community_26.8.0-trunk.413_Armsom-sige5_trixie_vendor_6.1.115_minimal.img.xz	armsom-sige5/Trixie_vendor_minimal
armsom-sige7	current	affected-itb-target	CLEAN	13854	Thu Jul 16 22:39:47 2026	13071966	6dc995dcceb0fd840ebb51985cd322e07b78754a65f56ba558f49946704cbb49	Armbian_community_26.8.0-trunk.413_Armsom-sige7_resolute_current_6.18.38_gnome_desktop.img.xz	armsom-sige7/Resolute_current_gnome
armsom-sige7	current	affected-itb-target	CLEAN	13854	Thu Jul 16 22:39:47 2026	15335424	dc61e3f82890b911fa1f8fda1356ea047fc433b4812897af84deccd0627890e9	Armbian_community_26.8.0-trunk.413_Armsom-sige7_resolute_current_6.18.38_kde-plasma_desktop.img.xz	armsom-sige7/Resolute_current_kde-plasma
armsom-sige7	vendor	affected-itb-target	CLEAN	13854	Thu Jul 16 22:34:43 2026	13152880	fbfc4fdb1d477856f9e6c5dd5e63703d0fae73377deac4d59fdc80288a111be0	Armbian_community_26.8.0-trunk.413_Armsom-sige7_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-sige7/Resolute_vendor_gnome
armsom-sige7	vendor	affected-itb-target	CLEAN	13854	Thu Jul 16 22:34:43 2026	13549568	1a0eeda99e43176272c8ec95f13a9fde2b0773ed2ddaa4b8a5abe671d87148ca	Armbian_community_26.8.0-trunk.413_Armsom-sige7_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-sige7/Resolute_vendor_kde-plasma
armsom-sige7	current	affected-itb-target	CLEAN	13854	Thu Jul 16 22:39:47 2026	13156352	7638300445aad8c95ac604d35e69cbcc02c8ee73b39112982e307a852a85d5f5	Armbian_community_26.8.0-trunk.413_Armsom-sige7_trixie_current_6.18.38_minimal.img.xz	armsom-sige7/Trixie_current_minimal
armsom-sige7	vendor	affected-itb-target	CLEAN	13854	Thu Jul 16 22:34:43 2026	14005696	7ce363d78792952c8d484da523c55ee3e132327dbe76fee13be32589f0e90faa	Armbian_community_26.8.0-trunk.413_Armsom-sige7_trixie_vendor_6.1.115_minimal.img.xz	armsom-sige7/Trixie_vendor_minimal
armsom-w3	vendor	affected-itb-target	CLEAN	12792	Thu Jul 16 22:27:44 2026	14581760	5fca40b1c4e1739913794634b685f28016ecd7c8cff3d3871a18a160c0bb903c	Armbian_community_26.8.0-trunk.413_Armsom-w3_resolute_vendor_6.1.115_gnome_desktop.img.xz	armsom-w3/Resolute_vendor_gnome
armsom-w3	vendor	affected-itb-target	CLEAN	12792	Thu Jul 16 22:27:44 2026	13674304	8e62b475887613c35ed010214eafe247653c86b4a641282c520c1b2bc9451f3a	Armbian_community_26.8.0-trunk.413_Armsom-w3_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	armsom-w3/Resolute_vendor_kde-plasma
armsom-w3	vendor	affected-itb-target	CLEAN	12792	Thu Jul 16 22:27:44 2026	13025280	eb26d775a99532acdfe3c7d16e7c08fbe1d86041301534e07257f0be440c430c	Armbian_community_26.8.0-trunk.413_Armsom-w3_trixie_vendor_6.1.115_minimal.img.xz	armsom-w3/Trixie_vendor_minimal
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Mon Feb  2 21:20:58 2026	12730368	4dc2f155dfadc9ea9e5b933266b3945b6f0cdee865488ab97d70965ffbbf200c	Armbian_26.2.1_Bananapim5pro_noble_vendor_6.1.115_gnome_desktop.img.xz	bananapim5pro/Noble_vendor_gnome
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Mon Feb  2 21:20:58 2026	12730368	8aa5e6e6ba4a5bf5b2f8055d303f3b9e2514c109bb02fb3bc2216a1ce1165e9c	Armbian_26.2.1_Bananapim5pro_noble_vendor_6.1.115_kde-neon_desktop.img.xz	bananapim5pro/Noble_vendor_kde-neon
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Mon Feb  2 21:20:58 2026	12730368	3783e80a7113558b434636ce10dc2a672b8f26b2439ab730240aae921ab90790	Armbian_26.2.1_Bananapim5pro_noble_vendor_6.1.115_minimal.img.xz	bananapim5pro/Noble_vendor_minimal
bananapim5pro	edge	affected-itb-target	BROKEN	-	Fri Apr 24 21:12:54 2026	12730368	586427a726b9b8c3251ec284473b468514f137875f69fb71b318ae04c7e5ac24	Armbian_26.2.5_Bananapim5pro_resolute_edge_7.0.1_minimal.img.xz	bananapim5pro/Resolute_edge_minimal
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Fri Apr 24 21:11:50 2026	12730368	abc39d64903d7309db2c4b30495f25030b7476eba7400e73d81e579f8fa82bd0	Armbian_26.2.5_Bananapim5pro_resolute_vendor_6.1.115_minimal.img.xz	bananapim5pro/Resolute_vendor_minimal
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Wed Feb 11 20:10:03 2026	12926237	ea5dbf81b3a460196b03753d2b1d99a9bc5d31842173e32ae880c5b0ff5741ea	Armbian_26.2.1_Bananapim5pro_sid_vendor_6.1.115-kali.img.xz	bananapim5pro/Sid_vendor_server-kali
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Mon Feb  2 21:20:58 2026	12730368	6bf28c5e07574a6d857adf62acaa8377167654d67ffd0ed718bddc996ca7a0d8	Armbian_26.2.1_Bananapim5pro_trixie_vendor_6.1.115_minimal.img.xz	bananapim5pro/Trixie_vendor_minimal
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Wed Feb 11 20:10:03 2026	13139968	ebb57fb49c8db80694058fb019ee8eb1980d3e98ed65e15d573a20a21a672d60	Armbian_26.2.1_Bananapim5pro_trixie_vendor_6.1.115-omv_minimal.img.xz	bananapim5pro/Trixie_vendor_minimal-omv
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Wed Feb 11 20:10:03 2026	13237506	359b065bb11dd6440208b2a901c6b33de662904f317599b3496a2a0cf951bc7f	Armbian_26.2.1_Bananapim5pro_trixie_vendor_6.1.115-homeassistant.img.xz	bananapim5pro/Trixie_vendor_server-homeassistant
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Wed Feb 11 20:10:03 2026	13058048	512c97be9f770f47675849b2f4238693df800bc20c6661e05410444fa9663976	Armbian_26.2.1_Bananapim5pro_trixie_vendor_6.1.115-openhab.img.xz	bananapim5pro/Trixie_vendor_server-openhab
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Tue Jul 14 22:46:30 2026	12992512	a691a1eb801c91e58091ca10e013809bf4940c2483a58297414764cbf5301baa	Armbian_26.8.0-trunk.400_Bananapim5pro_forky_vendor_6.1.115_minimal.img.xz	nightly/bananapim5pro/Forky_vendor_minimal
bananapim5pro	vendor	affected-itb-target	CLEAN	10625	Tue Jul 14 22:46:30 2026	13008132	64a3bf831b58aa7f854c055c925dec3054c9d1453f87165e295bd619c45e3d73	Armbian_26.8.0-trunk.400_Bananapim5pro_resolute_vendor_6.1.115_gnome_desktop.img.xz	nightly/bananapim5pro/Resolute_vendor_gnome
bananapim7	current	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:00 2026	12730368	9242251d186d29dc77e86828df28a842b61f8b8d836289f60cdee82a0081f8b7	Armbian_26.2.1_Bananapim7_noble_current_6.18.9_gnome_desktop.img.xz	bananapim7/Noble_current_gnome
bananapim7	current	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:00 2026	12730368	01d24340d7b187c479e02c31025edb0d43970b602cfff54cc5b7f35d4d79fd4d	Armbian_26.2.1_Bananapim7_noble_current_6.18.9_kde-neon_desktop.img.xz	bananapim7/Noble_current_kde-neon
bananapim7	current	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:00 2026	12730368	646a65963af3305bb84de33c0692fce8ece6a5e6ccce6f857386dd7172947956	Armbian_26.2.1_Bananapim7_noble_current_6.18.9_minimal.img.xz	bananapim7/Noble_current_minimal
bananapim7	vendor	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:13 2026	12713984	fad04139d35ab898e599f3b3c5b83865ccb9d8df726ad4aa7dd50684346f4304	Armbian_26.2.1_Bananapim7_noble_vendor_6.1.115_gnome_desktop.img.xz	bananapim7/Noble_vendor_gnome
bananapim7	vendor	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:13 2026	12730368	6aa0f26d4e012184b918b32749aba69a1436d2fd20f7ac8dee4350331a9d21a2	Armbian_26.2.1_Bananapim7_noble_vendor_6.1.115_kde-neon_desktop.img.xz	bananapim7/Noble_vendor_kde-neon
bananapim7	vendor	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:13 2026	12730368	4589666695f074e6d77aab05886c092934d5a572a80efd83c106bf54f6e4022a	Armbian_26.2.1_Bananapim7_noble_vendor_6.1.115_minimal.img.xz	bananapim7/Noble_vendor_minimal
bananapim7	current	affected-itb-target	CLEAN	13854	Thu Apr 23 21:33:40 2026	12730368	7031329fc4d10d2610123deebe37d58fa80685db84b3c5d42f36d0c79f6fd30c	Armbian_26.2.5_Bananapim7_resolute_current_6.18.24_minimal.img.xz	bananapim7/Resolute_current_minimal
bananapim7	vendor	affected-itb-target	CLEAN	13854	Fri Apr 24 01:24:39 2026	12730368	6db542f3e87791fd2fa1d2ea0ca53384ddbea8107b32dae8cc4df4149c92eb4d	Armbian_26.2.5_Bananapim7_resolute_vendor_6.1.115_minimal.img.xz	bananapim7/Resolute_vendor_minimal
bananapim7	vendor	affected-itb-target	CLEAN	13854	Wed Feb 11 20:04:47 2026	12990889	b53a8154884d960910ba5f1dd0b4a4c16a2fdaf880f1d904b1e2d9724420ee45	Armbian_26.2.1_Bananapim7_sid_vendor_6.1.115-kali.img.xz	bananapim7/Sid_vendor_server-kali
bananapim7	current	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:00 2026	12730368	2e50337135b1b021744a82485ca4504b8879c424097866f7ae42357ffb09d08b	Armbian_26.2.1_Bananapim7_trixie_current_6.18.9_minimal.img.xz	bananapim7/Trixie_current_minimal
bananapim7	vendor	affected-itb-target	CLEAN	13854	Mon Feb  9 08:07:13 2026	12730368	47a9c75bde827397a939a287bc734665bb7366d9554e6c2d88bc11de01dfdf9f	Armbian_26.2.1_Bananapim7_trixie_vendor_6.1.115_minimal.img.xz	bananapim7/Trixie_vendor_minimal
bananapim7	vendor	affected-itb-target	CLEAN	13854	Wed Feb 11 20:04:47 2026	12959744	c0dc4d882d14ea6b40bcc2e3647e7360f8e4cc505e4a1c259b8f8a6b45305f44	Armbian_26.2.1_Bananapim7_trixie_vendor_6.1.115-omv_minimal.img.xz	bananapim7/Trixie_vendor_minimal-omv
bananapim7	vendor	affected-itb-target	CLEAN	13854	Wed Feb 11 20:04:47 2026	13402112	c21f461d2535f21137204cc0fa50adb22d14979b70d60fa1da7ca1c9259f5f07	Armbian_26.2.1_Bananapim7_trixie_vendor_6.1.115-homeassistant.img.xz	bananapim7/Trixie_vendor_server-homeassistant
bananapim7	vendor	affected-itb-target	CLEAN	13854	Wed Feb 11 20:04:47 2026	12832448	0088d4f8bcf10c6388b8d58d43362926cc60ad50e8fb788f27f180edea15b705	Armbian_26.2.1_Bananapim7_trixie_vendor_6.1.115-openhab.img.xz	bananapim7/Trixie_vendor_server-openhab
bananapim7	vendor	affected-itb-target	CLEAN	13854	Tue Jul 14 22:45:17 2026	12976128	be3dc4e9794f52f748392851bb19c542dc7365d1937980357ce8b72c057df412	Armbian_26.8.0-trunk.400_Bananapim7_forky_vendor_6.1.115_minimal.img.xz	nightly/bananapim7/Forky_vendor_minimal
bananapim7	vendor	affected-itb-target	CLEAN	13854	Tue Jul 14 22:45:17 2026	12811527	0a8350e606593dd95edf458e92d7c753b603f4a5f54c692f89d5e46599e5edae	Armbian_26.8.0-trunk.400_Bananapim7_resolute_vendor_6.1.115_gnome_desktop.img.xz	nightly/bananapim7/Resolute_vendor_gnome
cyber-aib-rk3588	edge	affected-itb-target	CLEAN	12893	Thu Jul 16 19:45:19 2026	13008896	ef0020cf9029ec04e73cbc4874ff96272754d978d076968ed675c5c7268de318	Armbian_community_26.8.0-trunk.413_Cyber-aib-rk3588_resolute_edge_7.1.3_gnome_desktop.img.xz	cyber-aib-rk3588/Resolute_edge_gnome
cyber-aib-rk3588	edge	affected-itb-target	CLEAN	12893	Thu Jul 16 19:45:19 2026	12779520	2db24b9b4c1709892c92ea05c537d82dc8d1a8fdba7e1f3d3794d6fbec43a2da	Armbian_community_26.8.0-trunk.413_Cyber-aib-rk3588_resolute_edge_7.1.3_kde-plasma_desktop.img.xz	cyber-aib-rk3588/Resolute_edge_kde-plasma
cyber-aib-rk3588	vendor	affected-itb-target	CLEAN	12893	Thu Jul 16 19:44:49 2026	13254656	0d26717f87d00cc435f20b41c3fd5959aa8179fc45ee334b7d70962f274193b5	Armbian_community_26.8.0-trunk.413_Cyber-aib-rk3588_resolute_vendor_6.1.115_gnome_desktop.img.xz	cyber-aib-rk3588/Resolute_vendor_gnome
cyber-aib-rk3588	vendor	affected-itb-target	CLEAN	12893	Thu Jul 16 19:44:49 2026	12992512	83b79e86fb1e16a089e9bb9d3549c4a8b18e2b5a16f7c57498fda282a620b53a	Armbian_community_26.8.0-trunk.413_Cyber-aib-rk3588_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	cyber-aib-rk3588/Resolute_vendor_kde-plasma
cyber-aib-rk3588	edge	affected-itb-target	CLEAN	12893	Thu Jul 16 19:45:19 2026	13205504	d8d7e69121eed664babe253682cef5599be444eb681394a045e41e0d6719d4f6	Armbian_community_26.8.0-trunk.413_Cyber-aib-rk3588_trixie_edge_7.1.3_minimal.img.xz	cyber-aib-rk3588/Trixie_edge_minimal
cyber-aib-rk3588	vendor	affected-itb-target	CLEAN	12893	Thu Jul 16 19:44:49 2026	12795904	7ebcec283987b3da43a1afa75243e8988a199a307d7902bcf5e49721419b1544	Armbian_community_26.8.0-trunk.413_Cyber-aib-rk3588_trixie_vendor_6.1.115_minimal.img.xz	cyber-aib-rk3588/Trixie_vendor_minimal
dshanpi-a1	vendor	affected-itb-target	CLEAN	9434	Thu Jul 16 19:44:14 2026	13058048	bd541f1030a567a06dc4383e9255879d1dcf0ef2a469893e64bf4b52f51d1549	Armbian_community_26.8.0-trunk.413_Dshanpi-a1_resolute_vendor_6.1.115_gnome_desktop.img.xz	dshanpi-a1/Resolute_vendor_gnome
dshanpi-a1	vendor	affected-itb-target	CLEAN	9434	Thu Jul 16 19:44:14 2026	12910592	6fc155425b046c9b3d6c69b9e8356e48d29b9386dec0ef7760bc4fafc4d651df	Armbian_community_26.8.0-trunk.413_Dshanpi-a1_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	dshanpi-a1/Resolute_vendor_kde-plasma
dshanpi-a1	vendor	affected-itb-target	CLEAN	9434	Thu Jul 16 19:44:14 2026	12943360	bd4554a80448daadab7544782fbd02648339949d0a3249a179be10e50dbab470	Armbian_community_26.8.0-trunk.413_Dshanpi-a1_trixie_vendor_6.1.115_minimal.img.xz	dshanpi-a1/Trixie_vendor_minimal
firefly-itx-3588j	vendor	affected-itb-target	CLEAN	10739	Thu Jul 16 19:44:07 2026	13107200	7f2baa4386766f739de90799343141292d633c8e376046393db748fd72873019	Armbian_community_26.8.0-trunk.413_Firefly-itx-3588j_resolute_vendor_6.1.115_gnome_desktop.img.xz	firefly-itx-3588j/Resolute_vendor_gnome
firefly-itx-3588j	vendor	affected-itb-target	CLEAN	10739	Thu Jul 16 19:44:07 2026	12959744	ae4a369eb84c3d96952e10c276075d8abf1331b905dfdbf2c18b270a3ebafb9c	Armbian_community_26.8.0-trunk.413_Firefly-itx-3588j_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	firefly-itx-3588j/Resolute_vendor_kde-plasma
firefly-itx-3588j	vendor	affected-itb-target	CLEAN	10739	Thu Jul 16 19:44:07 2026	12926976	4d88a6a392dcfc1aef4c8fc55f666653865827fd724f5edfca59ac91daa1707a	Armbian_community_26.8.0-trunk.413_Firefly-itx-3588j_trixie_vendor_6.1.115_minimal.img.xz	firefly-itx-3588j/Trixie_vendor_minimal
fxblox-rk1	vendor	affected-itb-target	CLEAN	15466	Thu Jul 16 19:45:18 2026	13107200	a0ba02fb33b79b9e66e05ec71d01a5db5565e6b294b398605907dd0e52732cd0	Armbian_community_26.8.0-trunk.413_Fxblox-rk1_resolute_vendor_6.1.115_gnome_desktop.img.xz	fxblox-rk1/Resolute_vendor_gnome
fxblox-rk1	vendor	affected-itb-target	CLEAN	15466	Thu Jul 16 19:45:18 2026	13090752	5faf532841715f283bcbc2727ec77d21ff543534870575ff6b158b0b20810bcd	Armbian_community_26.8.0-trunk.413_Fxblox-rk1_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	fxblox-rk1/Resolute_vendor_kde-plasma
fxblox-rk1	vendor	affected-itb-target	CLEAN	15466	Thu Jul 16 19:45:18 2026	12828672	9d1e139767528255c0f35d8250044ba6f1af45e1fbb1822fdf6cee4fbc7dac27	Armbian_community_26.8.0-trunk.413_Fxblox-rk1_trixie_vendor_6.1.115_minimal.img.xz	fxblox-rk1/Trixie_vendor_minimal
hinlink-h28k	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:45:04 2026	12745979	a98145af37e481ed259de2b38297756eb614d079a7667a5cf8a95f798972fc08	Armbian_community_26.8.0-trunk.413_Hinlink-h28k_resolute_vendor_6.1.115_gnome_desktop.img.xz	hinlink-h28k/Resolute_vendor_gnome
hinlink-h28k	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:45:04 2026	12730368	5db5e4b70de099156c3a5647f6948205017ffbe2e561b0cdcbf21f3c7104ed88	Armbian_community_26.8.0-trunk.413_Hinlink-h28k_resolute_vendor_6.1.115_kde-plasma_desktop.img.xz	hinlink-h28k/Resolute_vendor_kde-plasma
hinlink-h28k	vendor	affected-itb-target	CLEAN	7992	Thu Jul 16 19:45:04 2026	12730028	b2b832f0e0cbdaa057302b38ed42ff94cc94fdaa2e14d820b2e92765e98a58b2	Armbian_community_26.8.0-trunk.413_Hinlink-h28k_trixie_vendor_6.1.115_minimal.img.xz	hinlink-h28k/Trixie_vendor_minimal
hinlink-h66k	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:19 2026	12729594	04da5e1acaa1f532148cd2c38501206f4dcaf308d78438fb31f356d97dd5eacf	Armbian_community_26.8.0-trunk.413_Hinlink-h66k_resolute_current_6.18.38_gnome_desktop.img.xz	hinlink-h66k/Resolute_current_gnome
hinlink-h66k	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:19 2026	12842885	4f7a1c74939a51714d6fa4947bbbee04a0dc35f341a335a10fc4ea4015efb2a1	Armbian_community_26.8.0-trunk.413_Hinlink-h66k_resolute_current_6.18.38_kde-plasma_desktop.img.xz	hinlink-h66k/Resolute_current_kde-plasma
hinlink-h66k	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:19 2026	13008896	49b09e9f9e5127d98a0be9b4f0569d28bc95630124dd11f7e114782ea0df8101	Armbian_community_26.8.0-trunk.413_Hinlink-h66k_trixie_current_6.18.38_minimal.img.xz	hinlink-h66k/Trixie_current_minimal
hinlink-h68k	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:07 2026	12910592	00e8b3d2b221701175cabd5a0b8f44e88a2bc34a7a550ca6f3926c4962e38fb8	Armbian_community_26.8.0-trunk.413_Hinlink-h68k_resolute_current_6.18.38_gnome_desktop.img.xz	hinlink-h68k/Resolute_current_gnome
hinlink-h68k	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:07 2026	12827893	90e87282b3794bc7a3a8f89df1bc82d230ca9c5374faa268308ebae0b9634380	Armbian_community_26.8.0-trunk.413_Hinlink-h68k_resolute_current_6.18.38_kde-plasma_desktop.img.xz	hinlink-h68k/Resolute_current_kde-plasma
hinlink-h68k	current	affected-itb-target	CLEAN	23956	Thu Jul 16 19:45:07 2026	13205504	38c7a5ca7cdc58b14d773404599712873d7a94f546c821a92fbc308769631881	Armbian_community_26.8.0-trunk.413_Hinlink-h68k_trixie_current_6.18.38_minimal.img.xz	hinlink-h68k/Trixie_current_minimal
hinlink-h88k	edge	affected-itb-target	CLEAN	10739	Thu Jul 16 19:44:37 2026	12943360	7c0b6b21ca6d48b3dd731bba1a6d6d34796b83b366b4793a2c0e7c66e751b8c4	Armbian_community_26.8.0-trunk.413_Hinlink-h88k_resolute_edge_7.1.3_gnome_desktop.img.xz	hinlink-h88k/Resolute_edge_gnome
